Invoice ID,Branch,City,Customer Type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Dates,Time,Payment,cogs,gross margin percentage,gross income,Rating
bd6c7e83,B,Mandalay,Member,Female,Health and beauty,38.49,3,5.7735,121.2435,2024-01-05,06:48:22,Ewallet,115.47,4.761905,5.7735,9.1
8b99c19a,B,Yangon,Normal,Male,Sports and travel,83.48,5,20.870000000000005,438.27000000000004,2024-08-14,20:12:57,Credit card,417.40000000000003,4.761905,20.870000000000005,5.0
5f486ffe,B,Mandalay,Normal,Female,Electronic accessories,55.14,5,13.785,289.485,2024-05-06,23:30:25,Credit card,275.7,4.761905,13.785,6.6
79b4349e,B,Naypyitaw,Member,Female,Food and beverages,16.38,7,5.7330000000000005,120.393,2024-01-30,21:16:47,Credit card,114.66,4.761905,5.7330000000000005,6.8
27725b8f,A,Naypyitaw,Member,Female,Home and lifestyle,38.16,4,7.632,160.272,2024-06-10,05:06:30,Ewallet,152.64,4.761905,7.632,8.7
9cc0cbd6,A,Mandalay,Member,Female,Sports and travel,94.18,4,18.836000000000002,395.55600000000004,2024-02-12,09:02:59,Credit card,376.72,4.761905,18.836000000000002,7.6
17b2edea,B,Naypyitaw,Normal,Female,Sports and travel,86.56,9,38.952,817.992,2024-01-03,21:55:09,Ewallet,779.04,4.761905,38.952,7.9
a0b8f071,B,Yangon,Normal,Male,Health and beauty,98.37,6,29.511000000000003,619.7310000000001,2024-02-23,18:48:58,Cash,590.22,4.761905,29.511000000000003,10.0
a9d13861,A,Yangon,Member,Female,Health and beauty,66.52,4,13.304,279.384,2024-01-11,02:25:21,Ewallet,266.08,4.761905,13.304,4.4
b35769f1,A,Mandalay,Member,Male,Sports and travel,32.28,2,3.228,67.78800000000001,2024-03-16,23:29:26,Cash,64.56,4.761905,3.228,5.3
0dff98e8,A,Mandalay,Member,Male,Electronic accessories,24.65,6,7.395,155.295,2024-03-22,00:41:38,Ewallet,147.89999999999998,4.761905,7.395,6.4
ec964851,C,Mandalay,Member,Female,Home and lifestyle,26.82,2,2.6820000000000004,56.322,2024-06-28,09:37:25,Credit card,53.64,4.761905,2.6820000000000004,6.1
c19a6550,C,Naypyitaw,Normal,Female,Health and beauty,11.78,5,2.9450000000000003,61.845,2024-03-06,12:58:23,Ewallet,58.9,4.761905,2.9450000000000003,4.1
86d11176,C,Yangon,Member,Male,Electronic accessories,45.16,6,13.548,284.508,2024-04-16,16:05:12,Credit card,270.96,4.761905,13.548,4.6
7135a44c,B,Yangon,Member,Male,Food and beverages,27.23,4,5.446000000000001,114.366,2024-02-04,22:05:56,Cash,108.92,4.761905,5.446000000000001,8.1
442a2dfb,C,Naypyitaw,Member,Male,Health and beauty,47.05,3,7.057499999999999,148.20749999999998,2024-03-29,01:20:09,Ewallet,141.14999999999998,4.761905,7.057499999999999,9.3
e7158f37,B,Yangon,Member,Female,Electronic accessories,94.15,7,32.95250000000001,692.0025,2024-02-29,01:26:52,Credit card,659.0500000000001,4.761905,32.95250000000001,7.1
d6a692eb,B,Mandalay,Normal,Male,Electronic accessories,48.75,2,4.875,102.375,2024-06-01,05:16:04,Cash,97.5,4.761905,4.875,7.2
75aaf6ad,C,Mandalay,Member,Female,Home and lifestyle,89.02,6,26.706000000000003,560.826,2024-05-23,17:56:01,Cash,534.12,4.761905,26.706000000000003,5.5
83e93375,B,Mandalay,Normal,Female,Home and lifestyle,64.5,4,12.9,270.90000000000003,2024-05-29,04:15:10,Ewallet,258.0,4.761905,12.9,8.6
0c5ad3a4,C,Yangon,Member,Female,Food and beverages,32.24,6,9.672,203.112,2024-04-27,10:54:49,Cash,193.44,4.761905,9.672,8.5
ec606c08,C,Mandalay,Member,Male,Electronic accessories,42.03,4,8.406,176.526,2024-03-17,04:40:53,Credit card,168.12,4.761905,8.406,7.5
0388a8a1,A,Naypyitaw,Normal,Female,Fashion accessories,17.55,4,3.5100000000000002,73.71000000000001,2024-02-06,16:56:41,Cash,70.2,4.761905,3.5100000000000002,5.3
a9822ac5,C,Naypyitaw,Member,Female,Electronic accessories,40.01,4,8.002,168.042,2024-02-03,04:21:23,Cash,160.04,4.761905,8.002,4.6
5346f4f6,A,Yangon,Normal,Female,Home and lifestyle,70.98,9,31.941000000000003,670.7610000000001,2024-02-11,21:28:59,Credit card,638.82,4.761905,31.941000000000003,4.4
bcc877eb,C,Naypyitaw,Normal,Female,Fashion accessories,16.49,7,5.7715,121.2015,2024-08-19,07:00:54,Cash,115.42999999999999,4.761905,5.7715,7.6
845b6737,C,Naypyitaw,Member,Female,Health and beauty,28.49,3,4.2735,89.7435,2024-04-14,20:21:21,Cash,85.47,4.761905,4.2735,9.0
2e1460d3,A,Yangon,Normal,Male,Health and beauty,44.33,3,6.649500000000001,139.63950000000003,2024-08-06,04:55:30,Cash,132.99,4.761905,6.649500000000001,9.1
d9517171,A,Mandalay,Normal,Female,Sports and travel,98.38,6,29.514,619.794,2024-02-23,12:08:19,Cash,590.28,4.761905,29.514,6.8
b73e1498,C,Mandalay,Normal,Female,Home and lifestyle,80.64,6,24.192000000000004,508.03200000000004,2024-08-21,14:17:07,Credit card,483.84000000000003,4.761905,24.192000000000004,8.7
cfd6a828,B,Mandalay,Normal,Male,Sports and travel,76.01,4,15.202000000000002,319.242,2024-08-02,06:03:55,Cash,304.04,4.761905,15.202000000000002,9.7
bb08fd53,A,Yangon,Normal,Female,Fashion accessories,20.46,9,9.207,193.34700000000004,2024-01-03,15:49:55,Credit card,184.14000000000001,4.761905,9.207,5.7
11a43489,B,Naypyitaw,Normal,Male,Home and lifestyle,80.29,4,16.058000000000003,337.218,2024-03-10,16:18:47,Cash,321.16,4.761905,16.058000000000003,6.4
256d96b7,B,Mandalay,Normal,Female,Food and beverages,80.67,9,36.3015,762.3315,2024-01-21,14:31:17,Cash,726.03,4.761905,36.3015,9.6
b59a4f78,B,Mandalay,Normal,Male,Electronic accessories,64.1,4,12.82,269.21999999999997,2024-07-22,23:41:16,Cash,256.4,4.761905,12.82,6.0
851918b9,A,Yangon,Member,Male,Food and beverages,99.13,2,9.913,208.173,2024-08-06,21:03:36,Cash,198.26,4.761905,9.913,9.5
bbc6b597,B,Mandalay,Member,Female,Fashion accessories,39.27,2,3.9270000000000005,82.46700000000001,2024-03-02,05:39:35,Credit card,78.54,4.761905,3.9270000000000005,9.9
53c84d42,A,Yangon,Normal,Female,Home and lifestyle,94.71,5,23.6775,497.22749999999996,2024-05-23,05:33:42,Credit card,473.54999999999995,4.761905,23.6775,8.0
b090c2d7,B,Naypyitaw,Member,Female,Fashion accessories,92.33,4,18.466,387.786,2024-01-29,02:38:44,Credit card,369.32,4.761905,18.466,8.9
c07aa74f,C,Yangon,Normal,Male,Electronic accessories,11.03,7,3.8605,81.0705,2024-05-26,10:51:41,Ewallet,77.21,4.761905,3.8605,8.5
39e4fb36,C,Yangon,Normal,Male,Health and beauty,50.51,5,12.6275,265.1775,2024-08-13,16:29:41,Cash,252.54999999999998,4.761905,12.6275,8.2
3237f4fa,A,Yangon,Member,Male,Health and beauty,97.94,6,29.382,617.022,2024-05-11,12:51:53,Cash,587.64,4.761905,29.382,5.8
7f80f510,C,Yangon,Normal,Female,Fashion accessories,19.28,4,3.8560000000000003,80.97600000000001,2024-03-26,16:39:57,Credit card,77.12,4.761905,3.8560000000000003,4.3
79127284,C,Naypyitaw,Normal,Male,Sports and travel,59.3,2,5.93,124.53,2024-07-23,00:35:18,Ewallet,118.6,4.761905,5.93,6.1
17f43654,B,Naypyitaw,Normal,Male,Home and lifestyle,98.11,9,44.1495,927.1395,2024-07-23,10:08:26,Cash,882.99,4.761905,44.1495,8.0
151c3784,A,Mandalay,Normal,Female,Home and lifestyle,59.99,7,20.9965,440.92650000000003,2024-04-01,09:05:17,Credit card,419.93,4.761905,20.9965,4.6
8b89a332,B,Naypyitaw,Member,Male,Health and beauty,27.08,4,5.416,113.736,2024-03-20,20:36:41,Cash,108.32,4.761905,5.416,4.1
ed3d88c5,B,Naypyitaw,Normal,Male,Food and beverages,62.4,3,9.36,196.56,2024-03-01,20:11:16,Cash,187.2,4.761905,9.36,4.8
346f6abb,B,Mandalay,Normal,Female,Electronic accessories,28.4,3,4.26,89.46,2024-01-18,11:13:26,Credit card,85.19999999999999,4.761905,4.26,8.3
8f1b9b99,B,Naypyitaw,Normal,Male,Food and beverages,56.77,9,25.5465,536.4765,2024-01-01,21:17:16,Credit card,510.93,4.761905,25.5465,9.8
440a2951,B,Yangon,Member,Female,Food and beverages,16.66,5,4.165,87.465,2024-05-15,03:02:41,Cash,83.3,4.761905,4.165,9.9
054cbe22,B,Yangon,Normal,Female,Fashion accessories,64.49,3,9.673499999999999,203.1435,2024-05-07,00:57:01,Cash,193.46999999999997,4.761905,9.673499999999999,7.0
4c4b9c63,B,Mandalay,Member,Female,Health and beauty,56.51,5,14.127500000000001,296.6775,2024-01-17,16:50:53,Credit card,282.55,4.761905,14.127500000000001,9.2
357f9ac9,A,Mandalay,Member,Female,Health and beauty,76.61,2,7.6610000000000005,160.881,2024-02-11,23:53:24,Cash,153.22,4.761905,7.6610000000000005,8.4
f8b10857,C,Mandalay,Normal,Female,Health and beauty,66.76,4,13.352000000000002,280.39200000000005,2024-03-14,22:13:06,Cash,267.04,4.761905,13.352000000000002,7.0
d5388e82,B,Yangon,Normal,Male,Fashion accessories,59.46,2,5.946000000000001,124.86600000000001,2024-07-27,13:20:01,Credit card,118.92,4.761905,5.946000000000001,7.4
f380c1b5,B,Naypyitaw,Member,Male,Sports and travel,72.08,2,7.208,151.368,2024-05-06,13:10:18,Cash,144.16,4.761905,7.208,4.8
ee33b885,B,Yangon,Normal,Female,Food and beverages,22.95,8,9.18,192.78,2024-03-26,23:44:38,Cash,183.6,4.761905,9.18,9.6
5db317c9,B,Mandalay,Member,Female,Fashion accessories,63.58,1,3.1790000000000003,66.759,2024-05-12,06:16:29,Ewallet,63.58,4.761905,3.1790000000000003,6.1
1407922f,B,Naypyitaw,Member,Male,Home and lifestyle,25.49,7,8.9215,187.3515,2024-02-26,17:35:04,Credit card,178.42999999999998,4.761905,8.9215,6.7
eabbf239,B,Naypyitaw,Normal,Female,Electronic accessories,93.3,5,23.325000000000003,489.82500000000005,2024-04-09,18:42:35,Ewallet,466.5,4.761905,23.325000000000003,8.0
bedb47f6,C,Yangon,Normal,Female,Sports and travel,16.15,8,6.46,135.66,2024-08-09,16:32:59,Ewallet,129.2,4.761905,6.46,6.0
bcd6f6a5,C,Mandalay,Member,Female,Home and lifestyle,48.73,1,2.4365,51.1665,2024-04-14,01:43:59,Ewallet,48.73,4.761905,2.4365,5.5
956ec6b3,B,Yangon,Member,Male,Food and beverages,72.62,7,25.417,533.7570000000001,2024-03-03,03:21:25,Cash,508.34000000000003,4.761905,25.417,7.8
9fa652cb,C,Naypyitaw,Member,Male,Health and beauty,51.22,5,12.805000000000001,268.90500000000003,2024-06-14,07:36:08,Cash,256.1,4.761905,12.805000000000001,4.1
21bd07bd,A,Yangon,Member,Female,Food and beverages,18.29,4,3.658,76.818,2024-06-16,22:11:23,Ewallet,73.16,4.761905,3.658,8.3
869926be,B,Yangon,Normal,Female,Fashion accessories,59.8,7,20.93,439.53,2024-06-13,20:33:15,Ewallet,418.59999999999997,4.761905,20.93,7.1
454ac01a,A,Mandalay,Normal,Male,Electronic accessories,67.75,2,6.775,142.275,2024-08-11,14:07:48,Ewallet,135.5,4.761905,6.775,7.6
054a24a5,A,Mandalay,Normal,Male,Fashion accessories,73.34,1,3.6670000000000003,77.007,2024-06-29,20:40:48,Cash,73.34,4.761905,3.6670000000000003,7.8
d9e54638,B,Naypyitaw,Normal,Female,Sports and travel,43.59,1,2.1795000000000004,45.76950000000001,2024-07-18,09:34:23,Ewallet,43.59,4.761905,2.1795000000000004,7.2
0554d4d4,C,Yangon,Normal,Female,Sports and travel,60.73,1,3.0365,63.7665,2024-05-03,19:48:46,Ewallet,60.73,4.761905,3.0365,7.5
404840ab,A,Yangon,Member,Male,Electronic accessories,50.56,5,12.64,265.44,2024-08-24,23:51:36,Credit card,252.8,4.761905,12.64,8.1
63d26147,B,Yangon,Normal,Male,Home and lifestyle,70.49,7,24.671499999999998,518.1015,2024-04-07,05:39:10,Credit card,493.42999999999995,4.761905,24.671499999999998,8.5
d0d767ee,A,Naypyitaw,Normal,Male,Home and lifestyle,62.52,2,6.252000000000001,131.292,2024-01-13,16:02:45,Cash,125.04,4.761905,6.252000000000001,8.4
d5c0193c,A,Naypyitaw,Normal,Female,Sports and travel,57.32,8,22.928,481.488,2024-06-10,23:13:24,Credit card,458.56,4.761905,22.928,9.2
f490c407,A,Mandalay,Normal,Male,Sports and travel,32.46,4,6.492000000000001,136.33200000000002,2024-08-23,11:11:32,Credit card,129.84,4.761905,6.492000000000001,5.1
7e57ee86,A,Mandalay,Normal,Female,Health and beauty,10.18,3,1.5270000000000001,32.067,2024-08-21,06:35:33,Credit card,30.54,4.761905,1.5270000000000001,6.4
7d5be1d8,C,Mandalay,Member,Male,Home and lifestyle,25.67,8,10.268,215.62800000000001,2024-08-07,21:59:11,Cash,205.36,4.761905,10.268,9.7
e3a9008a,A,Yangon,Member,Male,Electronic accessories,20.54,2,2.054,43.134,2024-08-20,00:55:36,Credit card,41.08,4.761905,2.054,6.4
0712afd8,A,Yangon,Member,Male,Home and lifestyle,50.42,3,7.563,158.823,2024-02-11,08:48:05,Cash,151.26,4.761905,7.563,4.7
89b91836,A,Mandalay,Normal,Male,Health and beauty,65.1,3,9.765,205.065,2024-07-18,21:02:18,Ewallet,195.29999999999998,4.761905,9.765,7.2
08cf660a,C,Yangon,Member,Female,Fashion accessories,29.18,1,1.459,30.639,2024-02-16,01:42:50,Credit card,29.18,4.761905,1.459,4.7
01625817,A,Mandalay,Member,Female,Sports and travel,94.52,6,28.356,595.476,2024-02-17,08:37:51,Cash,567.12,4.761905,28.356,5.2
4ed8052a,A,Naypyitaw,Normal,Male,Sports and travel,10.6,2,1.06,22.26,2024-06-25,06:30:05,Credit card,21.2,4.761905,1.06,10.0
6ce3e54e,C,Mandalay,Normal,Female,Health and beauty,79.51,1,3.9755000000000003,83.4855,2024-06-30,03:12:11,Ewallet,79.51,4.761905,3.9755000000000003,7.2
c7bdd08a,C,Naypyitaw,Normal,Male,Electronic accessories,66.27,2,6.627,139.167,2024-05-05,12:26:31,Cash,132.54,4.761905,6.627,5.7
a65ca622,C,Yangon,Member,Male,Sports and travel,43.62,6,13.085999999999999,274.806,2024-06-30,15:38:19,Cash,261.71999999999997,4.761905,13.085999999999999,10.0
327a04df,A,Mandalay,Member,Male,Food and beverages,14.54,4,2.908,61.068,2024-07-01,00:34:03,Cash,58.16,4.761905,2.908,9.8
5b6c7ddd,C,Yangon,Normal,Male,Sports and travel,66.47,6,19.941000000000003,418.761,2024-07-27,04:18:42,Ewallet,398.82,4.761905,19.941000000000003,6.6
3090d176,C,Naypyitaw,Normal,Female,Food and beverages,44.71,9,20.119500000000002,422.5095,2024-02-16,14:03:27,Ewallet,402.39,4.761905,20.119500000000002,5.6
3b1768d9,A,Naypyitaw,Member,Male,Health and beauty,94.26,8,37.704,791.7840000000001,2024-01-14,10:19:52,Ewallet,754.08,4.761905,37.704,9.0
864e0e22,C,Naypyitaw,Member,Male,Health and beauty,58.78,1,2.939,61.719,2024-04-04,10:50:50,Cash,58.78,4.761905,2.939,8.3
a755edd8,A,Yangon,Normal,Female,Sports and travel,94.57,8,37.827999999999996,794.3879999999999,2024-04-23,09:22:10,Ewallet,756.56,4.761905,37.827999999999996,8.1
39ff66eb,B,Yangon,Normal,Male,Home and lifestyle,29.84,9,13.428,281.988,2024-02-13,05:13:15,Credit card,268.56,4.761905,13.428,9.4
dc6cf6ec,C,Yangon,Member,Male,Food and beverages,75.32,6,22.596,474.51599999999996,2024-02-15,11:12:34,Ewallet,451.91999999999996,4.761905,22.596,8.1
c81d9c88,B,Yangon,Normal,Male,Electronic accessories,65.55,5,16.3875,344.1375,2024-06-18,20:29:14,Cash,327.75,4.761905,16.3875,5.7
a6790745,A,Naypyitaw,Member,Female,Sports and travel,76.55,6,22.965,482.265,2024-05-24,22:42:19,Credit card,459.29999999999995,4.761905,22.965,8.2
ed55bf7b,C,Naypyitaw,Member,Male,Electronic accessories,29.32,6,8.796000000000001,184.71600000000004,2024-07-05,22:42:57,Ewallet,175.92000000000002,4.761905,8.796000000000001,5.8
05aa8e95,A,Mandalay,Member,Female,Sports and travel,69.85,9,31.4325,660.0825,2024-03-30,04:03:30,Credit card,628.65,4.761905,31.4325,8.6
68046535,B,Mandalay,Member,Male,Home and lifestyle,54.82,4,10.964,230.244,2024-02-24,16:09:44,Credit card,219.28,4.761905,10.964,7.7
15e0eb30,A,Yangon,Normal,Male,Home and lifestyle,76.85,2,7.685,161.385,2024-04-02,07:51:44,Cash,153.7,4.761905,7.685,4.5
fcee6458,C,Naypyitaw,Normal,Female,Home and lifestyle,39.43,9,17.7435,372.61350000000004,2024-04-15,19:20:20,Credit card,354.87,4.761905,17.7435,7.1
37ac86ab,C,Naypyitaw,Member,Male,Fashion accessories,90.11,2,9.011000000000001,189.231,2024-02-05,13:06:24,Credit card,180.22,4.761905,9.011000000000001,6.1
04844dc9,B,Naypyitaw,Member,Male,Home and lifestyle,17.59,9,7.915500000000001,166.2255,2024-07-02,23:33:05,Cash,158.31,4.761905,7.915500000000001,6.0
e313b106,A,Mandalay,Member,Female,Health and beauty,82.65,2,8.265,173.56500000000003,2024-04-08,19:47:24,Cash,165.3,4.761905,8.265,7.6
aece8c57,C,Mandalay,Member,Female,Health and beauty,87.52,8,35.008,735.168,2024-05-10,10:39:47,Cash,700.16,4.761905,35.008,5.9
c8ef6f02,B,Naypyitaw,Member,Female,Fashion accessories,83.55,9,37.5975,789.5475,2024-04-25,17:19:58,Credit card,751.9499999999999,4.761905,37.5975,8.7
45c6a4f0,C,Naypyitaw,Normal,Female,Food and beverages,56.15,9,25.2675,530.6175,2024-02-12,19:47:31,Credit card,505.34999999999997,4.761905,25.2675,4.4
8c8a8cfb,C,Naypyitaw,Normal,Female,Electronic accessories,49.45,9,22.2525,467.3025,2024-01-10,06:00:59,Credit card,445.05,4.761905,22.2525,8.0
59704b53,A,Mandalay,Normal,Male,Sports and travel,99.66,2,9.966000000000001,209.286,2024-02-13,01:37:54,Cash,199.32,4.761905,9.966000000000001,8.9
8c0c486a,C,Naypyitaw,Normal,Female,Sports and travel,30.63,4,6.126,128.64600000000002,2024-06-30,16:48:39,Ewallet,122.52,4.761905,6.126,8.0
9552aa56,A,Naypyitaw,Member,Male,Fashion accessories,59.22,7,20.727,435.267,2024-08-15,04:22:46,Credit card,414.53999999999996,4.761905,20.727,7.0
3010273d,C,Yangon,Member,Male,Health and beauty,70.36,2,7.0360000000000005,147.756,2024-04-21,07:07:00,Ewallet,140.72,4.761905,7.0360000000000005,9.7
9f56b7a9,B,Yangon,Member,Male,Sports and travel,73.08,1,3.654,76.734,2024-05-13,11:40:44,Cash,73.08,4.761905,3.654,5.8
ab18df3f,C,Mandalay,Member,Female,Health and beauty,28.36,3,4.2540000000000004,89.334,2024-03-26,11:01:46,Credit card,85.08,4.761905,4.2540000000000004,4.1
8742345f,A,Naypyitaw,Member,Female,Food and beverages,68.86,4,13.772,289.212,2024-08-04,10:11:42,Ewallet,275.44,4.761905,13.772,6.6
ec6a62dd,A,Naypyitaw,Normal,Male,Electronic accessories,83.65,8,33.46,702.6600000000001,2024-06-25,04:13:22,Credit card,669.2,4.761905,33.46,4.2
5e2b0fed,B,Yangon,Member,Female,Food and beverages,14.5,6,4.3500000000000005,91.35000000000001,2024-04-02,18:04:28,Credit card,87.0,4.761905,4.3500000000000005,9.7
96ad96dd,C,Mandalay,Normal,Female,Fashion accessories,92.04,2,9.204,193.28400000000002,2024-02-02,06:56:28,Credit card,184.08,4.761905,9.204,5.3
36074116,C,Yangon,Normal,Female,Home and lifestyle,12.66,9,5.697,119.637,2024-02-09,17:40:15,Ewallet,113.94,4.761905,5.697,8.7
62e57039,B,Yangon,Normal,Female,Home and lifestyle,42.04,2,4.204,88.284,2024-01-29,18:54:00,Cash,84.08,4.761905,4.204,8.6
1b101f08,C,Yangon,Normal,Male,Home and lifestyle,11.42,5,2.8550000000000004,59.955000000000005,2024-02-04,23:11:58,Credit card,57.1,4.761905,2.8550000000000004,5.3
4b2bc72c,C,Yangon,Member,Male,Food and beverages,16.94,4,3.3880000000000003,71.14800000000001,2024-07-24,09:52:09,Cash,67.76,4.761905,3.3880000000000003,7.7
e48d285e,A,Naypyitaw,Normal,Female,Sports and travel,92.01,7,32.203500000000005,676.2735000000001,2024-01-17,12:35:08,Cash,644.07,4.761905,32.203500000000005,4.3
571ce289,C,Naypyitaw,Normal,Male,Electronic accessories,41.94,8,16.776,352.296,2024-01-12,11:08:02,Ewallet,335.52,4.761905,16.776,6.9
f0fa3e83,C,Yangon,Normal,Female,Home and lifestyle,48.23,5,12.0575,253.20749999999998,2024-06-25,11:02:19,Ewallet,241.14999999999998,4.761905,12.0575,4.1
9a01e7f0,B,Mandalay,Member,Female,Fashion accessories,29.38,5,7.345000000000001,154.245,2024-02-26,13:08:05,Cash,146.9,4.761905,7.345000000000001,9.5
86c789a7,B,Mandalay,Member,Male,Fashion accessories,63.74,2,6.3740000000000006,133.854,2024-06-10,15:43:03,Credit card,127.48,4.761905,6.3740000000000006,9.9
2f247ae1,A,Mandalay,Member,Male,Home and lifestyle,63.53,8,25.412000000000003,533.652,2024-03-16,20:20:15,Ewallet,508.24,4.761905,25.412000000000003,5.3
e6db2bd4,C,Mandalay,Normal,Male,Home and lifestyle,43.5,2,4.3500000000000005,91.35000000000001,2024-03-31,12:22:04,Credit card,87.0,4.761905,4.3500000000000005,5.2
1bb9e930,C,Yangon,Normal,Female,Electronic accessories,39.97,6,11.991,251.811,2024-07-23,00:24:05,Credit card,239.82,4.761905,11.991,8.5
117da6c9,C,Naypyitaw,Member,Male,Home and lifestyle,89.65,8,35.86000000000001,753.0600000000001,2024-01-23,23:17:29,Credit card,717.2,4.761905,35.86000000000001,5.5
a26e3fc0,A,Mandalay,Normal,Female,Electronic accessories,44.5,6,13.350000000000001,280.35,2024-01-07,17:41:21,Cash,267.0,4.761905,13.350000000000001,9.4
7f637d81,A,Yangon,Member,Male,Fashion accessories,54.42,4,10.884,228.56400000000002,2024-06-01,18:46:11,Credit card,217.68,4.761905,10.884,7.4
bf51516b,B,Mandalay,Member,Male,Home and lifestyle,35.5,4,7.1000000000000005,149.1,2024-02-01,18:17:34,Cash,142.0,4.761905,7.1000000000000005,6.1
f6653a24,A,Mandalay,Normal,Female,Food and beverages,80.81,6,24.243000000000002,509.103,2024-04-10,16:23:20,Cash,484.86,4.761905,24.243000000000002,9.0
cc5738b7,C,Yangon,Normal,Female,Food and beverages,45.77,4,9.154000000000002,192.234,2024-01-07,19:15:10,Credit card,183.08,4.761905,9.154000000000002,7.0
9158387c,C,Naypyitaw,Normal,Female,Fashion accessories,56.22,8,22.488,472.248,2024-04-10,03:28:30,Credit card,449.76,4.761905,22.488,9.5
27ce46a3,A,Naypyitaw,Normal,Female,Electronic accessories,32.8,9,14.76,309.96,2024-05-30,17:10:36,Credit card,295.2,4.761905,14.76,9.6
4e12f865,C,Yangon,Member,Female,Food and beverages,98.89,1,4.944500000000001,103.8345,2024-06-12,21:39:26,Credit card,98.89,4.761905,4.944500000000001,5.0
4e564cf0,C,Naypyitaw,Member,Female,Electronic accessories,36.23,4,7.2459999999999996,152.166,2024-08-12,19:52:24,Cash,144.92,4.761905,7.2459999999999996,4.0
fe8791bb,A,Yangon,Member,Female,Food and beverages,79.37,4,15.874000000000002,333.35400000000004,2024-05-11,12:42:08,Credit card,317.48,4.761905,15.874000000000002,9.9
edc99747,A,Yangon,Member,Female,Food and beverages,48.47,2,4.847,101.787,2024-04-04,22:12:38,Credit card,96.94,4.761905,4.847,9.4
e860116f,C,Yangon,Member,Male,Electronic accessories,28.56,6,8.568,179.928,2024-06-30,22:15:42,Cash,171.35999999999999,4.761905,8.568,4.3
11f0509c,C,Naypyitaw,Normal,Female,Sports and travel,81.97,3,12.2955,258.20550000000003,2024-05-01,18:18:45,Ewallet,245.91,4.761905,12.2955,9.0
b0469ec1,C,Yangon,Member,Female,Food and beverages,40.02,7,14.007000000000003,294.14700000000005,2024-01-08,00:07:42,Ewallet,280.14000000000004,4.761905,14.007000000000003,6.7
5a018dd4,B,Mandalay,Member,Male,Home and lifestyle,87.87,5,21.9675,461.31750000000005,2024-04-02,17:41:44,Cash,439.35,4.761905,21.9675,5.6
f50cfd73,B,Naypyitaw,Member,Female,Fashion accessories,92.37,4,18.474,387.954,2024-05-20,10:27:26,Ewallet,369.48,4.761905,18.474,9.3
6ea06924,B,Naypyitaw,Normal,Male,Sports and travel,87.38,5,21.845,458.745,2024-05-17,20:10:45,Cash,436.9,4.761905,21.845,5.2
